id;title;text;date;link;author;hub;topic
1002268;Объяснение лямбда исчисления через Python;"<img src=""https://habrastorage.org/getpro/habr/upload_files/300/1ec/f94/3001ecf94f1206d1a35f23113854ed2c.jpg"" /><p>Реализация ключевых конструкций лямбда‑исчисления на Python и объяснение их работы. Подойдёт даже тем, кто не очень знаком с Python.</p><p>Если хотите понять, как из одних лишь функций строятся булевы, списки и числа и, быть может, попробовать дойти до реализации некоторых алгоритмов самостоятельно — добро пожаловать под кат.</p> <a href=""https://habr.com/ru/articles/1002268/?utm_ca";2026-04-20 09:05:58;https://habr.com/ru/companies/timeweb/articles/1002268/?utm_campaign=1002268&utm_source=habrahabr&utm_medium=rss;j4niwzis (Timeweb Cloud);python;программирование
1021264;Весна на «б». Как Пастернак радуется весне одной буквой;"<img src=""https://habrastorage.org/getpro/habr/upload_files/259/208/365/2592083657eb3b81a527f0135be64be9.png"" /><p>Как Пастернак призывал весну и какие интересные лексические средства использовал для выражения этого ожидания. С помощью Python раскрываю скрытые паттерны в стихотворении Бориса Пастернака</p> <a href=""https://habr.com/ru/articles/1021264/?utm_campaign=1021264&amp;utm_source=habrahabr&amp;utm_medium=rss#habracut"">Читать далее</a>";2026-04-20 08:46:52;https://habr.com/ru/articles/1021264/?utm_campaign=1021264&utm_source=habrahabr&utm_medium=rss;Eco_coder;python;программирование
1025428;Собираем AI-агента нового поколения: Python, RAG и внешние инструменты через MCP (Model Context Protocol);"<img src=""https://habrastorage.org/getpro/habr/upload_files/dc6/8f8/ac7/dc68f8ac7c0c8e633ce784b02e88e887.png"" /><p>Ещё пару лет назад типичное LLM-приложение выглядело как последовательная цепочка вызовов: взяли промпт, добавили контекст из векторной базы, отправили в модель, получили ответ. LangChain популяризировал эту парадигму — chains, retrievers, memory — и это работало для простых сценариев вроде «ответь на вопрос по документации».<br />Но бизнес-задачи редко укладываются в линейный пайпл";2026-04-20 07:18:33;https://habr.com/ru/articles/1025428/?utm_campaign=1025428&utm_source=habrahabr&utm_medium=rss;kardanShurup;python;программирование
1025168;Как подключить Langfuse к LLM через JWT?;"<img src=""https://habrastorage.org/getpro/habr/upload_files/431/7ed/e96/4317ede96a49803a3b968323385c0145.png"" /><p>Langfuse, помимо трассирования запросов, удобно использовать для prompt management и LLM-as-a-judge. &nbsp;Но в закрытой корпоративной среде он упирается в простую вещь: &nbsp;LF работает со статическим API key, а ваш LLM gateway — нет. То есть gateway требует короткоживущий JWT, а Langfuse не умеет его получать. &nbsp;И в этот момент интеграция ломается.</p><p>Мы столкнулись именно";2026-04-20 06:00:47;https://habr.com/ru/articles/1025168/?utm_campaign=1025168&utm_source=habrahabr&utm_medium=rss;Devenir-Glorieux;python;программирование
1025398;Первый серьёзный проект на Python: Manga-Day — асинхронный парсер манги и путь к микросервисам;"<img src=""https://habrastorage.org/getpro/habr/upload_files/aa3/654/b23/aa3654b23f31ece605575948ba949c09.png"" /><p>Привет Хабр! В&nbsp;данной статье хотел&nbsp;бы рассказать о&nbsp;том как&nbsp;я создал свой первый проект на&nbsp;десятки тысяч строк, о&nbsp;том как&nbsp;я горбатился над ним, с&nbsp;какими проблемами я столкнулся и как&nbsp;я их решил.</p> <a href=""https://habr.com/ru/articles/1025398/?utm_campaign=1025398&amp;utm_source=habrahabr&amp;utm_medium=rss#habracut"">Читать далее</a>";2026-04-20 05:28:38;https://habr.com/ru/articles/1025398/?utm_campaign=1025398&utm_source=habrahabr&utm_medium=rss;GameHipe;python;программирование
1025008;Парсинг тарифов интернета и ТВ: Анализируем тарифы провайдеров с инструментами Pandas, Seaborn, Matplotlib;"<img src=""https://habrastorage.org/getpro/habr/upload_files/490/5e1/ce0/4905e1ce0e3a0a3d0560869cadc20e6d.png"" /><p>Даже на относительно небольшой выборке данных анализ получился весьма интересным. Я провел исследование тарифных сеток двух крупных провайдеров России - Ростелекому и Дом.ру, в шести городах-миллионниках: Москва, Санкт-Петербург, Екатеринбург, Казань, Новосибирск, Красноярск. И вот какой результат получил, расскажу и покажу всё на графиках:</p> <a href=""https://habr.com/ru/articles/";2026-04-20 04:53:59;https://habr.com/ru/articles/1025008/?utm_campaign=1025008&utm_source=habrahabr&utm_medium=rss;MalblshProgrammist;python;программирование
1025306;Как я изобрёл велосипед: создание языка программирования с нуля ради одной игры и Telegram-бота;"<img src=""https://habrastorage.org/getpro/habr/upload_files/f93/b07/d5d/f93b07d5d8cafc9aaa5610a992004982.png"" /><p>Разработка собственного языка программирования с нуля: от лексера и парсера до компилятора и интерпретатора. Разбираем архитектуру, <strong>построение AST</strong>, обратную польскую нотацию, обработку ошибок со стрелочками и <strong>двустороннюю интеграцию с Python</strong>. </p><p>А в качестве демонстрации — пишем на получившемся языке игру на Pygame и Telegram-бота с long polling";2026-04-19 15:45:59;https://habr.com/ru/articles/1025306/?utm_campaign=1025306&utm_source=habrahabr&utm_medium=rss;BERKYT115;python;программирование
1025302;Домашний Netflix за вечер: Transmission + Jellyfin + Telegram-бот на Docker с поддержкой NAS;"<p>У меня дома стоит роутер Keenetic с USB-диском на 2 ТБ. Долгое время он работал просто как сетевое хранилище — файлы лежат, Transmission на роутере крутится, всё вроде бы работает. Но дефолтный интерфейс Transmission выглядит как привет из 2009 года, управлять им с телефона неудобно, а посмотреть скачанное на телевизоре — вообще отдельный квест.</p><p>Однажды вечером решил это исправить. Итог — три Docker-контейнера, которые поднимаются одной командой, и теперь выглядит это так:</p> <a href=""";2026-04-19 15:34:47;https://habr.com/ru/articles/1025302/?utm_campaign=1025302&utm_source=habrahabr&utm_medium=rss;vvs3;python;программирование
1025300;Интеграция Google Gemini API в асинхронный Telegram-бот на aiogram 3.x и Python;"<img src=""https://habrastorage.org/getpro/habr/upload_files/5ce/fdb/d11/5cefdbd116a6c45ac8377423eb9e9654.png"" /><p>В прошлую пятницу, ровно в 18:47, когда я уже мысленно открывал великолепный, наполненный витаминами, напиток,, мне прилетело сообщение от тимлида: «Бот лежит, пользователи жалуются, Gemini API возвращает 429». Наш корпоративный Telegram-бот, который должен был помогать саппорту отвечать на тикеты, просто встал колом. Причина оказалась до банальности простой: мы не учли rate limitin";2026-04-19 15:15:44;https://habr.com/ru/articles/1025300/?utm_campaign=1025300&utm_source=habrahabr&utm_medium=rss;kardanShurup;python;программирование
1025286;Опыт разработки picows, самой быстрой библиотеки веб-сокетов для asyncio;"<img src=""https://habrastorage.org/getpro/habr/upload_files/7bb/98f/c58/7bb98fc58ae955c75ccbdfa83dce1c7f.png"" /><p>Всем привет!</p><p>Меня зовут Тарас, я автор библиотеки <a href=""https://github.com/tarasko/picows"" rel=""noopener noreferrer nofollow"">picows</a> — ультрабыстрых вебсокетов для <a href=""https://docs.python.org/3/library/asyncio.html"" rel=""noopener noreferrer nofollow"">asyncio</a>. В этой статье я расскажу, почему вообще появилась ещё одна библиотека для вебсокетов, покажу результаты";2026-04-19 14:46:40;https://habr.com/ru/articles/1025286/?utm_campaign=1025286&utm_source=habrahabr&utm_medium=rss;snuffachka;python;программирование
